Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr),County,Date
Pillsbury,47.225,-97.791,1287,71.024,57.56,2.482,14.0,1893.0,-175.0,"Barnes, ND",2017-09-19
Pillsbury,47.225,-97.791,1287,71.312,48.47,0.0,11.0,1904.0,-173.0,"Barnes, ND",2017-09-20
Pillsbury,47.225,-97.791,1287,79.88,43.26600000000001,0.0,15.0,1919.0,-169.0,"Barnes, ND",2017-09-21
Pillsbury,47.225,-97.791,1287,70.52,53.6,0.0,12.0,1931.0,-166.0,"Barnes, ND",2017-09-22
Pillsbury,47.225,-97.791,1287,60.908,49.622,0.1,5.0,1936.0,-171.0,"Barnes, ND",2017-09-23
Pillsbury,47.225,-97.791,1287,54.06800000000001,49.38800000000001,0.821,2.0,1938.0,-182.0,"Barnes, ND",2017-09-24
Pillsbury,47.225,-97.791,1287,51.99800000000001,46.706,0.0,1.0,1939.0,-193.0,"Barnes, ND",2017-09-25
Pillsbury,47.225,-97.791,1287,55.13,40.82,0.39,3.0,1942.0,-204.0,"Barnes, ND",2017-09-26
Pillsbury,47.225,-97.791,1287,73.436,44.431,0.0,12.0,1954.0,-205.0,"Barnes, ND",2017-09-27
Pillsbury,47.225,-97.791,1287,69.116,40.509,0.0,10.0,1964.0,-204.0,"Barnes, ND",2017-09-28
Pillsbury,47.225,-97.791,1287,62.38399999999999,35.61400000000001,0.0,6.0,1970.0,-209.0,"Barnes, ND",2017-09-29
Pillsbury,47.225,-97.791,1287,66.2,37.407,0.0,8.0,1978.0,-212.0,"Barnes, ND",2017-09-30
Crosby,48.807152,-103.311735,2086,66.092,40.006,0.45,,,,"Divide, ND",2017-05-15
Crosby,48.807152,-103.311735,2086,67.316,42.867,0.0,9.0,9.0,0.0,"Divide, ND",2017-05-16
Crosby,48.807152,-103.311735,2086,52.772,34.47,0.0,1.0,10.0,-8.0,"Divide, ND",2017-05-17
Crosby,48.807152,-103.311735,2086,57.86600000000001,26.746,0.0,4.0,14.0,-12.0,"Divide, ND",2017-05-18
Crosby,48.807152,-103.311735,2086,62.168,34.001999999999995,0.0,6.0,20.0,-14.0,"Divide, ND",2017-05-19
Crosby,48.807152,-103.311735,2086,67.244,41.887,0.0,9.0,29.0,-14.0,"Divide, ND",2017-05-20
Crosby,48.807152,-103.311735,2086,72.5,37.881,0.0,11.0,40.0,-15.0,"Divide, ND",2017-05-21
Crosby,48.807152,-103.311735,2086,67.532,42.07100000000001,0.0,9.0,49.0,-19.0,"Divide, ND",2017-05-22
Crosby,48.807152,-103.311735,2086,72.33800000000002,36.977,0.0,11.0,60.0,-20.0,"Divide, ND",2017-05-23
Crosby,48.807152,-103.311735,2086,75.29,48.272,0.36,13.0,73.0,-18.0,"Divide, ND",2017-05-24
Crosby,48.807152,-103.311735,2086,62.852,46.778,0.0,6.0,79.0,-20.0,"Divide, ND",2017-05-25
Crosby,48.807152,-103.311735,2086,68.18,47.534,0.0,9.0,88.0,-20.0,"Divide, ND",2017-05-26
Crosby,48.807152,-103.311735,2086,71.15,42.92100000000001,0.08,11.0,99.0,-20.0,"Divide, ND",2017-05-27
Crosby,48.807152,-103.311735,2086,68.738,44.087,0.0,9.0,108.0,-20.0,"Divide, ND",2017-05-28
Crosby,48.807152,-103.311735,2086,66.002,44.39100000000001,0.0,8.0,116.0,-21.0,"Divide, ND",2017-05-29
Crosby,48.807152,-103.311735,2086,67.244,36.977,0.0,9.0,125.0,-19.0,"Divide, ND",2017-05-30
Crosby,48.807152,-103.311735,2086,77.324,39.457,0.0,14.0,139.0,-13.0,"Divide, ND",2017-05-31
Crosby,48.807152,-103.311735,2086,90.14,51.98,0.0,19.0,158.0,-4.0,"Divide, ND",2017-06-01
Crosby,48.807152,-103.311735,2086,87.458,59.36,0.0,23.0,181.0,8.0,"Divide, ND",2017-06-02
Crosby,48.807152,-103.311735,2086,81.806,48.812,0.0,16.0,197.0,14.0,"Divide, ND",2017-06-03
Crosby,48.807152,-103.311735,2086,90.824,49.298,0.0,18.0,215.0,20.0,"Divide, ND",2017-06-04
Crosby,48.807152,-103.311735,2086,89.99600000000002,58.028,0.08,22.0,237.0,27.0,"Divide, ND",2017-06-05
Crosby,48.807152,-103.311735,2086,69.332,50.27,0.0,10.0,247.0,25.0,"Divide, ND",2017-06-06
Crosby,48.807152,-103.311735,2086,78.278,48.56,0.0,14.0,261.0,26.0,"Divide, ND",2017-06-07
Crosby,48.807152,-103.311735,2086,82.148,52.052,0.0,17.0,278.0,29.0,"Divide, ND",2017-06-08
Crosby,48.807152,-103.311735,2086,84.992,62.88800000000001,0.15,24.0,302.0,36.0,"Divide, ND",2017-06-09
Crosby,48.807152,-103.311735,2086,79.682,56.246,0.04,18.0,320.0,42.0,"Divide, ND",2017-06-10
Crosby,48.807152,-103.311735,2086,76.298,52.34,0.0,14.0,334.0,46.0,"Divide, ND",2017-06-11
Crosby,48.807152,-103.311735,2086,81.68,47.48,0.0,16.0,350.0,48.0,"Divide, ND",2017-06-12
Crosby,48.807152,-103.311735,2086,69.098,56.228,0.1,13.0,363.0,48.0,"Divide, ND",2017-06-13
Crosby,48.807152,-103.311735,2086,59.198,53.492,0.46,6.0,369.0,41.0,"Divide, ND",2017-06-14
Crosby,48.807152,-103.311735,2086,74.66,52.16,0.0,13.0,382.0,43.0,"Divide, ND",2017-06-15
Crosby,48.807152,-103.311735,2086,71.888,51.908,0.0,12.0,394.0,43.0,"Divide, ND",2017-06-16
Crosby,48.807152,-103.311735,2086,67.064,49.244,0.0,9.0,403.0,38.0,"Divide, ND",2017-06-17
Crosby,48.807152,-103.311735,2086,72.824,48.272,0.0,11.0,414.0,37.0,"Divide, ND",2017-06-18
Crosby,48.807152,-103.311735,2086,74.408,47.606,0.0,12.0,426.0,35.0,"Divide, ND",2017-06-19
Crosby,48.807152,-103.311735,2086,75.938,45.417,0.0,13.0,439.0,35.0,"Divide, ND",2017-06-20
Crosby,48.807152,-103.311735,2086,74.768,54.41,0.0,15.0,454.0,36.0,"Divide, ND",2017-06-21
Crosby,48.807152,-103.311735,2086,67.28,49.856,0.04,9.0,463.0,32.0,"Divide, ND",2017-06-22
Crosby,48.807152,-103.311735,2086,62.834,43.416,0.0,6.0,469.0,25.0,"Divide, ND",2017-06-23
Crosby,48.807152,-103.311735,2086,65.192,40.908,0.0,8.0,477.0,18.0,"Divide, ND",2017-06-24
Crosby,48.807152,-103.311735,2086,69.818,47.732,0.09,10.0,487.0,12.0,"Divide, ND",2017-06-25
Crosby,48.807152,-103.311735,2086,79.376,44.328,0.0,15.0,502.0,9.0,"Divide, ND",2017-06-26
Crosby,48.807152,-103.311735,2086,81.14,57.056,0.0,19.0,521.0,11.0,"Divide, ND",2017-06-27
Crosby,48.807152,-103.311735,2086,78.71,52.592,0.0,16.0,537.0,11.0,"Divide, ND",2017-06-28
Crosby,48.807152,-103.311735,2086,77.792,46.61600000000001,0.0,14.0,551.0,7.0,"Divide, ND",2017-06-29
Crosby,48.807152,-103.311735,2086,75.758,43.587,0.0,13.0,564.0,6.0,"Divide, ND",2017-06-30
Crosby,48.807152,-103.311735,2086,76.83800000000002,55.49,0.0,16.0,580.0,6.0,"Divide, ND",2017-07-01
Crosby,48.807152,-103.311735,2086,81.752,52.574,0.0,17.0,597.0,5.0,"Divide, ND",2017-07-02
Crosby,48.807152,-103.311735,2086,93.722,56.444,0.0,21.0,618.0,6.0,"Divide, ND",2017-07-03
Crosby,48.807152,-103.311735,2086,87.06200000000003,59.18,0.0,23.0,641.0,9.0,"Divide, ND",2017-07-04
Crosby,48.807152,-103.311735,2086,96.116,60.71,0.0,23.0,664.0,15.0,"Divide, ND",2017-07-05
Crosby,48.807152,-103.311735,2086,83.66,57.668,0.0,21.0,685.0,20.0,"Divide, ND",2017-07-06
Crosby,48.807152,-103.311735,2086,85.64,54.878,0.0,20.0,705.0,25.0,"Divide, ND",2017-07-07
Crosby,48.807152,-103.311735,2086,93.182,55.43600000000001,0.0,21.0,726.0,29.0,"Divide, ND",2017-07-08
Crosby,48.807152,-103.311735,2086,86.396,60.566,0.0,23.0,749.0,34.0,"Divide, ND",2017-07-09
Crosby,48.807152,-103.311735,2086,95.684,60.35,0.0,23.0,772.0,35.0,"Divide, ND",2017-07-10
Crosby,48.807152,-103.311735,2086,77.14399999999998,56.33600000000001,0.0,17.0,789.0,31.0,"Divide, ND",2017-07-11
Crosby,48.807152,-103.311735,2086,75.02,54.968,0.03,15.0,804.0,27.0,"Divide, ND",2017-07-12
Crosby,48.807152,-103.311735,2086,81.428,53.006,0.0,17.0,821.0,26.0,"Divide, ND",2017-07-13
Crosby,48.807152,-103.311735,2086,93.236,59.108,0.0,23.0,844.0,34.0,"Divide, ND",2017-07-14
Crosby,48.807152,-103.311735,2086,84.02,53.798,0.0,19.0,863.0,35.0,"Divide, ND",2017-07-15
Crosby,48.807152,-103.311735,2086,97.772,63.014,0.0,25.0,888.0,42.0,"Divide, ND",2017-07-16
Crosby,48.807152,-103.311735,2086,78.872,56.462,0.0,18.0,906.0,44.0,"Divide, ND",2017-07-17
Crosby,48.807152,-103.311735,2086,81.464,48.254,0.0,16.0,922.0,42.0,"Divide, ND",2017-07-18
Crosby,48.807152,-103.311735,2086,86.70200000000001,61.754,0.0,24.0,946.0,46.0,"Divide, ND",2017-07-19
Crosby,48.807152,-103.311735,2086,82.58,54.878,0.08,19.0,965.0,46.0,"Divide, ND",2017-07-20
Crosby,48.807152,-103.311735,2086,88.214,61.844,0.0,24.0,989.0,50.0,"Divide, ND",2017-07-21
Crosby,48.807152,-103.311735,2086,79.376,51.494,0.0,15.0,1004.0,46.0,"Divide, ND",2017-07-22
Crosby,48.807152,-103.311735,2086,90.5,51.494,0.0,19.0,1023.0,48.0,"Divide, ND",2017-07-23
Crosby,48.807152,-103.311735,2086,87.06200000000003,57.524,0.0,22.0,1045.0,50.0,"Divide, ND",2017-07-24
Crosby,48.807152,-103.311735,2086,82.22,55.544,0.0,19.0,1064.0,53.0,"Divide, ND",2017-07-25
Crosby,48.807152,-103.311735,2086,85.29799999999999,51.674,0.0,18.0,1082.0,56.0,"Divide, ND",2017-07-26
Crosby,48.807152,-103.311735,2086,79.52,62.276,0.0,21.0,1103.0,63.0,"Divide, ND",2017-07-27
Crosby,48.807152,-103.311735,2086,92.03,59.558,0.0,23.0,1126.0,70.0,"Divide, ND",2017-07-28
Crosby,48.807152,-103.311735,2086,90.896,60.278,0.0,23.0,1149.0,76.0,"Divide, ND",2017-07-29
Crosby,48.807152,-103.311735,2086,95.468,55.904,0.0,21.0,1170.0,81.0,"Divide, ND",2017-07-30
Crosby,48.807152,-103.311735,2086,89.07799999999997,58.514,0.0,22.0,1192.0,83.0,"Divide, ND",2017-07-31
Crosby,48.807152,-103.311735,2086,80.96,51.728,0.0,16.0,1208.0,81.0,"Divide, ND",2017-08-01
Crosby,48.807152,-103.311735,2086,67.1,46.508,0.29,9.0,1217.0,74.0,"Divide, ND",2017-08-02
Crosby,48.807152,-103.311735,2086,76.154,44.452,0.0,13.0,1230.0,70.0,"Divide, ND",2017-08-03
Crosby,48.807152,-103.311735,2086,79.322,50.648,0.0,15.0,1245.0,70.0,"Divide, ND",2017-08-04
Crosby,48.807152,-103.311735,2086,63.878,54.176,0.1,9.0,1254.0,62.0,"Divide, ND",2017-08-05
Crosby,48.807152,-103.311735,2086,77.21600000000002,49.298,0.0,14.0,1268.0,60.0,"Divide, ND",2017-08-06
Crosby,48.807152,-103.311735,2086,80.96,49.244,0.0,15.0,1283.0,57.0,"Divide, ND",2017-08-07
Crosby,48.807152,-103.311735,2086,84.344,51.728,0.0,18.0,1301.0,57.0,"Divide, ND",2017-08-08
Crosby,48.807152,-103.311735,2086,68.36,49.424,0.19,9.0,1310.0,49.0,"Divide, ND",2017-08-09
Crosby,48.807152,-103.311735,2086,77.486,46.76,0.0,14.0,1324.0,47.0,"Divide, ND",2017-08-10
Crosby,48.807152,-103.311735,2086,79.88,52.88,0.0,16.0,1340.0,46.0,"Divide, ND",2017-08-11
Crosby,48.807152,-103.311735,2086,76.47800000000002,53.618,0.0,15.0,1355.0,42.0,"Divide, ND",2017-08-12
Crosby,48.807152,-103.311735,2086,78.908,46.562,0.0,14.0,1369.0,36.0,"Divide, ND",2017-08-13
Crosby,48.807152,-103.311735,2086,82.05799999999998,52.952,0.01,18.0,1387.0,32.0,"Divide, ND",2017-08-14
Crosby,48.807152,-103.311735,2086,77.63,56.03,0.13,17.0,1404.0,30.0,"Divide, ND",2017-08-15
Crosby,48.807152,-103.311735,2086,82.742,48.632,0.0,16.0,1420.0,30.0,"Divide, ND",2017-08-16
Crosby,48.807152,-103.311735,2086,84.686,58.874,0.0,22.0,1442.0,33.0,"Divide, ND",2017-08-17
Crosby,48.807152,-103.311735,2086,83.786,51.31399999999999,0.0,18.0,1460.0,34.0,"Divide, ND",2017-08-18
Crosby,48.807152,-103.311735,2086,83.822,55.85,0.0,20.0,1480.0,37.0,"Divide, ND",2017-08-19
Crosby,48.807152,-103.311735,2086,78.692,43.291,0.0,14.0,1494.0,33.0,"Divide, ND",2017-08-20
Crosby,48.807152,-103.311735,2086,72.806,47.768,0.0,11.0,1505.0,27.0,"Divide, ND",2017-08-21
Crosby,48.807152,-103.311735,2086,80.096,39.947,0.0,15.0,1520.0,27.0,"Divide, ND",2017-08-22
Crosby,48.807152,-103.311735,2086,89.06,50.504,0.0,18.0,1538.0,31.0,"Divide, ND",2017-08-23
Crosby,48.807152,-103.311735,2086,87.098,48.758,0.0,18.0,1556.0,35.0,"Divide, ND",2017-08-24
Crosby,48.807152,-103.311735,2086,72.014,59.27,0.27,16.0,1572.0,37.0,"Divide, ND",2017-08-25
Crosby,48.807152,-103.311735,2086,81.5,53.56399999999999,0.0,18.0,1590.0,39.0,"Divide, ND",2017-08-26
Crosby,48.807152,-103.311735,2086,88.16,53.978,0.0,20.0,1610.0,40.0,"Divide, ND",2017-08-27
Crosby,48.807152,-103.311735,2086,91.13,50.99,0.0,18.0,1628.0,36.0,"Divide, ND",2017-08-28
Crosby,48.807152,-103.311735,2086,90.536,53.978,0.0,20.0,1648.0,37.0,"Divide, ND",2017-08-29
Crosby,48.807152,-103.311735,2086,83.39,53.438,0.0,18.0,1666.0,36.0,"Divide, ND",2017-08-30
Crosby,48.807152,-103.311735,2086,89.87,60.962,0.01,23.0,1689.0,42.0,"Divide, ND",2017-08-31
Crosby,48.807152,-103.311735,2086,79.556,56.678,0.0,18.0,1707.0,42.0,"Divide, ND",2017-09-01
Crosby,48.807152,-103.311735,2086,85.91,48.2,0.0,18.0,1725.0,40.0,"Divide, ND",2017-09-02
Crosby,48.807152,-103.311735,2086,83.39,55.31,0.0,19.0,1744.0,42.0,"Divide, ND",2017-09-03
Crosby,48.807152,-103.311735,2086,69.26,47.948,0.03,10.0,1754.0,41.0,"Divide, ND",2017-09-04
Crosby,48.807152,-103.311735,2086,69.512,44.389,0.0,10.0,1764.0,40.0,"Divide, ND",2017-09-05
Crosby,48.807152,-103.311735,2086,80.78,40.435,0.0,15.0,1779.0,42.0,"Divide, ND",2017-09-06
Crosby,48.807152,-103.311735,2086,84.992,45.307,0.0,17.0,1796.0,47.0,"Divide, ND",2017-09-07
Crosby,48.807152,-103.311735,2086,83.264,52.538,0.0,18.0,1814.0,55.0,"Divide, ND",2017-09-08
Crosby,48.807152,-103.311735,2086,90.662,56.786,0.0,21.0,1835.0,66.0,"Divide, ND",2017-09-09
Crosby,48.807152,-103.311735,2086,86.18,53.132,0.0,20.0,1855.0,76.0,"Divide, ND",2017-09-10
Crosby,48.807152,-103.311735,2086,86.27,44.694,0.0,18.0,1873.0,84.0,"Divide, ND",2017-09-11
Crosby,48.807152,-103.311735,2086,79.574,48.2,0.0,15.0,1888.0,90.0,"Divide, ND",2017-09-12
Crosby,48.807152,-103.311735,2086,71.042,40.849,0.0,11.0,1899.0,91.0,"Divide, ND",2017-09-13
Crosby,48.807152,-103.311735,2086,52.466,48.074,0.06,1.0,1900.0,82.0,"Divide, ND",2017-09-14
Crosby,48.807152,-103.311735,2086,48.632,40.986,1.041,0.0,1900.0,70.0,"Divide, ND",2017-09-15
Crosby,48.807152,-103.311735,2086,47.39,39.335,0.14,0.0,1900.0,60.0,"Divide, ND",2017-09-16
Crosby,48.807152,-103.311735,2086,63.572,34.347,0.0,7.0,1907.0,55.0,"Divide, ND",2017-09-17
Crosby,48.807152,-103.311735,2086,75.27199999999998,39.823,0.0,13.0,1920.0,54.0,"Divide, ND",2017-09-18
Crosby,48.807152,-103.311735,2086,62.762,47.192,0.22,6.0,1926.0,51.0,"Divide, ND",2017-09-19
Crosby,48.807152,-103.311735,2086,65.264,38.356,0.0,8.0,1934.0,49.0,"Divide, ND",2017-09-20
Crosby,48.807152,-103.311735,2086,60.962,40.977,0.0,5.0,1939.0,46.0,"Divide, ND",2017-09-21
Crosby,48.807152,-103.311735,2086,48.092,42.503,0.11,0.0,1939.0,38.0,"Divide, ND",2017-09-22
Crosby,48.807152,-103.311735,2086,50.756,42.685,0.06,0.0,1939.0,29.0,"Divide, ND",2017-09-23
Crosby,48.807152,-103.311735,2086,49.244,42.017,0.2,0.0,1939.0,18.0,"Divide, ND",2017-09-24
Crosby,48.807152,-103.311735,2086,52.826,43.17100000000001,0.01,1.0,1940.0,6.0,"Divide, ND",2017-09-25
Crosby,48.807152,-103.311735,2086,57.92,43.84,0.01,4.0,1944.0,-4.0,"Divide, ND",2017-09-26
Crosby,48.807152,-103.311735,2086,70.61,39.274,0.0,10.0,1954.0,-4.0,"Divide, ND",2017-09-27
Crosby,48.807152,-103.311735,2086,69.134,44.928,0.0,10.0,1964.0,-2.0,"Divide, ND",2017-09-28
Crosby,48.807152,-103.311735,2086,69.404,44.206,0.0,10.0,1974.0,-3.0,"Divide, ND",2017-09-29
Crosby,48.807152,-103.311735,2086,73.04,50.27,0.0,12.0,1986.0,-1.0,"Divide, ND",2017-09-30
Ross,48.27014000000001,-102.480872,2317,65.17399999999999,40.071,0.29,,,,"Mountrail, ND",2017-05-15
Ross,48.27014000000001,-102.480872,2317,64.202,42.647,0.02,7.0,7.0,-1.0,"Mountrail, ND",2017-05-16
Ross,48.27014000000001,-102.480872,2317,55.418,36.45,0.0,3.0,10.0,-7.0,"Mountrail, ND",2017-05-17
Ross,48.27014000000001,-102.480872,2317,55.076,28.222,0.0,3.0,13.0,-12.0,"Mountrail, ND",2017-05-18
Ross,48.27014000000001,-102.480872,2317,59.0,30.069000000000006,0.0,5.0,18.0,-15.0,"Mountrail, ND",2017-05-19
Ross,48.27014000000001,-102.480872,2317,61.25,36.356,0.0,6.0,24.0,-16.0,"Mountrail, ND",2017-05-20
Ross,48.27014000000001,-102.480872,2317,69.17,33.141,0.0,10.0,34.0,-16.0,"Mountrail, ND",2017-05-21
Ross,48.27014000000001,-102.480872,2317,63.122,41.333,0.0,7.0,41.0,-23.0,"Mountrail, ND",2017-05-22
Ross,48.27014000000001,-102.480872,2317,66.128,36.31800000000001,0.0,8.0,49.0,-26.0,"Mountrail, ND",2017-05-23
Ross,48.27014000000001,-102.480872,2317,70.556,44.161,0.1,10.0,59.0,-27.0,"Mountrail, ND",2017-05-24
Ross,48.27014000000001,-102.480872,2317,62.15,45.869,0.03,6.0,65.0,-29.0,"Mountrail, ND",2017-05-25
Ross,48.27014000000001,-102.480872,2317,67.19,44.32100000000001,0.0,9.0,74.0,-30.0,"Mountrail, ND",2017-05-26
Ross,48.27014000000001,-102.480872,2317,70.736,42.197,0.02,10.0,84.0,-30.0,"Mountrail, ND",2017-05-27
Ross,48.27014000000001,-102.480872,2317,67.49600000000001,41.26600000000001,0.0,9.0,93.0,-30.0,"Mountrail, ND",2017-05-28
Ross,48.27014000000001,-102.480872,2317,63.716,41.607,0.0,7.0,100.0,-33.0,"Mountrail, ND",2017-05-29
Ross,48.27014000000001,-102.480872,2317,63.914,33.773,0.0,7.0,107.0,-33.0,"Mountrail, ND",2017-05-30
Ross,48.27014000000001,-102.480872,2317,71.618,40.84,0.0,11.0,118.0,-28.0,"Mountrail, ND",2017-05-31
Ross,48.27014000000001,-102.480872,2317,86.198,48.578,0.0,18.0,136.0,-21.0,"Mountrail, ND",2017-06-01
Ross,48.27014000000001,-102.480872,2317,84.794,55.328,0.0,20.0,156.0,-10.0,"Mountrail, ND",2017-06-02
Ross,48.27014000000001,-102.480872,2317,79.79,50.288,0.0,15.0,171.0,-5.0,"Mountrail, ND",2017-06-03
Ross,48.27014000000001,-102.480872,2317,86.70200000000001,52.34,0.0,19.0,190.0,3.0,"Mountrail, ND",2017-06-04
Ross,48.27014000000001,-102.480872,2317,86.10799999999998,56.048,0.0,21.0,211.0,10.0,"Mountrail, ND",2017-06-05
Ross,48.27014000000001,-102.480872,2317,73.544,48.38,0.0,12.0,223.0,9.0,"Mountrail, ND",2017-06-06
Ross,48.27014000000001,-102.480872,2317,76.226,50.09,0.0,13.0,236.0,9.0,"Mountrail, ND",2017-06-07
Ross,48.27014000000001,-102.480872,2317,77.612,51.152,0.0,14.0,250.0,10.0,"Mountrail, ND",2017-06-08
Ross,48.27014000000001,-102.480872,2317,85.838,60.458,0.04,23.0,273.0,17.0,"Mountrail, ND",2017-06-09
Ross,48.27014000000001,-102.480872,2317,76.01,53.42,0.11,15.0,288.0,18.0,"Mountrail, ND",2017-06-10
Ross,48.27014000000001,-102.480872,2317,73.904,51.458,0.0,13.0,301.0,21.0,"Mountrail, ND",2017-06-11
Ross,48.27014000000001,-102.480872,2317,77.45,46.81399999999999,0.0,14.0,315.0,21.0,"Mountrail, ND",2017-06-12
Ross,48.27014000000001,-102.480872,2317,64.688,54.014,0.02,9.0,324.0,17.0,"Mountrail, ND",2017-06-13
Ross,48.27014000000001,-102.480872,2317,59.774,53.132,0.14,6.0,330.0,12.0,"Mountrail, ND",2017-06-14
Ross,48.27014000000001,-102.480872,2317,73.742,50.846,0.0,12.0,342.0,13.0,"Mountrail, ND",2017-06-15
Ross,48.27014000000001,-102.480872,2317,70.718,48.758,0.0,10.0,352.0,11.0,"Mountrail, ND",2017-06-16
Ross,48.27014000000001,-102.480872,2317,65.084,46.958,0.01,8.0,360.0,5.0,"Mountrail, ND",2017-06-17
Ross,48.27014000000001,-102.480872,2317,72.23,48.02,0.0,11.0,371.0,3.0,"Mountrail, ND",2017-06-18
Ross,48.27014000000001,-102.480872,2317,76.694,45.612,0.0,13.0,384.0,1.0,"Mountrail, ND",2017-06-19
Ross,48.27014000000001,-102.480872,2317,72.69800000000002,42.359,0.0,11.0,395.0,0.0,"Mountrail, ND",2017-06-20
Ross,48.27014000000001,-102.480872,2317,75.164,52.142,0.02,14.0,409.0,-1.0,"Mountrail, ND",2017-06-21
Ross,48.27014000000001,-102.480872,2317,67.49600000000001,49.604,0.06,9.0,418.0,-4.0,"Mountrail, ND",2017-06-22
Ross,48.27014000000001,-102.480872,2317,61.124,42.305,0.0,6.0,424.0,-11.0,"Mountrail, ND",2017-06-23
Ross,48.27014000000001,-102.480872,2317,60.62,38.06800000000001,0.0,5.0,429.0,-20.0,"Mountrail, ND",2017-06-24
Ross,48.27014000000001,-102.480872,2317,68.14399999999999,44.091,0.13,9.0,438.0,-28.0,"Mountrail, ND",2017-06-25
Ross,48.27014000000001,-102.480872,2317,75.506,42.39100000000001,0.0,13.0,451.0,-33.0,"Mountrail, ND",2017-06-26
Ross,48.27014000000001,-102.480872,2317,83.318,58.154,0.0,21.0,472.0,-29.0,"Mountrail, ND",2017-06-27
Ross,48.27014000000001,-102.480872,2317,77.126,49.478,0.0,14.0,486.0,-30.0,"Mountrail, ND",2017-06-28
Ross,48.27014000000001,-102.480872,2317,75.27199999999998,48.794,0.33,13.0,499.0,-34.0,"Mountrail, ND",2017-06-29
Ross,48.27014000000001,-102.480872,2317,72.032,39.9,0.0,11.0,510.0,-38.0,"Mountrail, ND",2017-06-30
Ross,48.27014000000001,-102.480872,2317,75.83,51.71,0.0,14.0,524.0,-39.0,"Mountrail, ND",2017-07-01
Ross,48.27014000000001,-102.480872,2317,76.946,48.812,0.0,13.0,537.0,-45.0,"Mountrail, ND",2017-07-02
Ross,48.27014000000001,-102.480872,2317,90.5,55.688,0.0,21.0,558.0,-44.0,"Mountrail, ND",2017-07-03
Ross,48.27014000000001,-102.480872,2317,88.736,61.25,0.0,24.0,582.0,-40.0,"Mountrail, ND",2017-07-04
Ross,48.27014000000001,-102.480872,2317,92.282,55.292,0.0,21.0,603.0,-36.0,"Mountrail, ND",2017-07-05
Ross,48.27014000000001,-102.480872,2317,80.492,58.06399999999999,0.0,19.0,622.0,-33.0,"Mountrail, ND",2017-07-06
Ross,48.27014000000001,-102.480872,2317,82.796,53.744,0.0,18.0,640.0,-31.0,"Mountrail, ND",2017-07-07
Ross,48.27014000000001,-102.480872,2317,91.058,55.058,0.01,21.0,661.0,-26.0,"Mountrail, ND",2017-07-08
Ross,48.27014000000001,-102.480872,2317,84.074,61.124,0.0,23.0,684.0,-22.0,"Mountrail, ND",2017-07-09
Ross,48.27014000000001,-102.480872,2317,89.69,57.398,0.0,22.0,706.0,-21.0,"Mountrail, ND",2017-07-10
Ross,48.27014000000001,-102.480872,2317,81.71600000000002,57.542,0.0,20.0,726.0,-23.0,"Mountrail, ND",2017-07-11
Ross,48.27014000000001,-102.480872,2317,72.068,52.268,0.02,12.0,738.0,-30.0,"Mountrail, ND",2017-07-12
Ross,48.27014000000001,-102.480872,2317,77.288,48.632,0.0,14.0,752.0,-34.0,"Mountrail, ND",2017-07-13
Ross,48.27014000000001,-102.480872,2317,96.026,58.74800000000001,0.0,22.0,774.0,-28.0,"Mountrail, ND",2017-07-14
Ross,48.27014000000001,-102.480872,2317,79.16,54.23,0.0,17.0,791.0,-30.0,"Mountrail, ND",2017-07-15
Ross,48.27014000000001,-102.480872,2317,95.936,58.208,0.0,22.0,813.0,-25.0,"Mountrail, ND",2017-07-16
Ross,48.27014000000001,-102.480872,2317,78.998,51.44,0.0,15.0,828.0,-26.0,"Mountrail, ND",2017-07-17
Ross,48.27014000000001,-102.480872,2317,80.97800000000002,48.758,0.0,15.0,843.0,-29.0,"Mountrail, ND",2017-07-18
Ross,48.27014000000001,-102.480872,2317,86.70200000000001,58.838,0.01,22.0,865.0,-28.0,"Mountrail, ND",2017-07-19
Ross,48.27014000000001,-102.480872,2317,87.62,57.326,0.0,22.0,887.0,-26.0,"Mountrail, ND",2017-07-20
Ross,48.27014000000001,-102.480872,2317,87.044,57.56,0.45,22.0,909.0,-24.0,"Mountrail, ND",2017-07-21
Ross,48.27014000000001,-102.480872,2317,77.63,52.124,0.0,15.0,924.0,-29.0,"Mountrail, ND",2017-07-22
Ross,48.27014000000001,-102.480872,2317,85.29799999999999,50.648,0.0,18.0,942.0,-29.0,"Mountrail, ND",2017-07-23
Ross,48.27014000000001,-102.480872,2317,95.0,59.846,0.0,23.0,965.0,-26.0,"Mountrail, ND",2017-07-24
Ross,48.27014000000001,-102.480872,2317,81.33800000000002,57.182,0.0,19.0,984.0,-24.0,"Mountrail, ND",2017-07-25
Ross,48.27014000000001,-102.480872,2317,84.868,53.808,0.02,19.0,1003.0,-19.0,"Mountrail, ND",2017-07-26
Ross,48.27014000000001,-102.480872,2317,80.186,59.738,0.31,20.0,1023.0,-14.0,"Mountrail, ND",2017-07-27
Ross,48.27014000000001,-102.480872,2317,86.936,59.846,0.0,23.0,1046.0,-6.0,"Mountrail, ND",2017-07-28
Ross,48.27014000000001,-102.480872,2317,88.646,60.458,0.23,23.0,1069.0,0.0,"Mountrail, ND",2017-07-29
